,week,n_companies,estimated_containers_mean,estimated_containers_max,estimated_containers_std,cost_per_container_mean,cost_per_container_max,cost_per_container_std,US$ FOB ITEM_mean,US$ FOB ITEM_max,US$ FOB ITEM_std,US$ FLETE ITEM_mean,US$ FLETE ITEM_max,US$ FLETE ITEM_std,US$ SEGURO ITEM_mean,US$ SEGURO ITEM_max,US$ SEGURO ITEM_std,US$ CIF ITEM_mean,US$ CIF ITEM_max,US$ CIF ITEM_std,US$ FOB UNIT_mean,US$ FOB UNIT_max,US$ FOB UNIT_std,America_container_cost,Far East_container_cost,India_container_cost,Middle East_container_cost,Northern Europe_container_cost,Others_container_cost,Southern Europe_container_cost
10,2018-03-13,859,0.5094456505307791,61.68235294117647,1.2695633179311185,412.6223524970625,42800.799999999996,1528.664351917101,8967.24019717942,3196908.0,56246.81574124686,139.11657612953775,20750.0,619.8200215885448,19.425049621311047,3971.55,88.92244462262451,9125.78182293027,3196908.0,56379.76701269084,2879.393750326456,15999999.24,183040.33374017378,163.8764021930143,811.8269563889893,459.81984112331855,627.8940964911469,165.99469980652228,608.3921195162138,310.1495136646052
11,2018-03-20,840,0.6478909628935006,58.888823529411766,1.9394475874228003,612.6481251375588,34300.0,1762.753531526114,9890.541892133493,1661612.0,40606.24668204177,254.75306912991658,27912.5,1056.1218952583565,24.66845798569726,3427.2,97.30312700989494,10169.963419249107,1661612.0,40992.888157422174,795.5664928486293,205900.0,6502.222678791066,252.3446881894341,937.4189228578936,669.9613157228825,682.2476504400441,191.10158322250595,1412.2816140580424,408.6147458842222
12,2018-03-27,547,0.7061034271451699,60.088235294117645,2.2007569785640047,510.52513922619175,27508.699999999997,1577.0066989372476,12527.349348623855,1529504.98,60084.65751317069,238.26930504587156,33825.0,1182.8186499927149,27.740807339449542,5272.8,150.57381200205455,12793.359461009175,1566579.38,60780.045390596875,1196.784268348624,801293.25,16840.886975381618,340.2654409553774,794.3746325260031,370.26739551856144,291.0567698571508,200.34942510829416,233.00307845192702,284.81706274520985
13,2018-04-03,918,0.6494303006669607,283.47,3.2691539389683855,497.646056950211,32980.0,1584.7457390365014,9714.864321745059,1480800.0,41219.08730368117,195.73407634628495,26400.0,865.6056245960382,19.721401954101342,1505.17,72.52347526540771,9930.319800045443,1480800.0,41548.8098683062,956.8360827084753,635123.81,11969.336190004848,248.79624583331136,928.7116776297531,721.3510526782693,390.9613801002249,208.19102580986453,833.2312443221462,218.95772812495835
14,2018-04-10,800,0.9382322595552132,2038.235294117647,24.64165283052637,451.6459146799239,30963.899999999998,1464.2887983680932,9144.778095627777,5474700.0,75446.46109727559,167.15779284545243,39216.42,866.9199827311301,20.1970189385083,17477.2,212.32863971447816,9332.132907411737,5474700.0,75654.90279074096,1038.864574468085,470362.59,10248.178711888435,275.79297583793124,962.789037517076,497.9933606095395,332.47717870573024,167.5977540402732,1659.7021376970015,254.05505424752204
15,2018-04-17,624,0.540112551334193,40.15164705882353,1.3078043745184706,412.2891640116206,25306.60888407367,1383.9136440198627,9657.620614577478,2692635.25,52797.80085628829,135.96268502904252,22690.52,620.8523019188858,19.09438261195428,3452.9,86.81437344115467,9812.677682218475,2692635.25,52955.53400430351,3851.9269421023046,15999999.24,219163.7590247563,213.40398336956667,637.6375393231476,416.11449896111293,316.87841245841656,231.01736982745672,1382.4809404467092,359.38457354848777
16,2018-04-24,917,0.7234783219876069,812.2342352941176,8.270551806102949,380.8111318547678,29980.841384863124,1340.5766368695836,10482.39721417873,9542735.0,106971.52131381833,139.5775646530205,23100.02,690.0605255959734,23.5770963554668,24032.62,269.48931346151414,10645.551875187219,9542735.0,107149.87051779432,1313.6028267598604,1249448.0,18464.430290548436,257.02753439697216,720.45576628568,413.0885608259624,544.7195719266113,174.34638373231078,756.0157963111868,330.24712371625037
17,2018-05-01,716,0.6102461629838695,156.05882352941177,3.6394101343400362,427.88958571376605,21791.999999999996,1414.9464597094388,9105.675914060128,5461289.94,79892.9373882908,149.56038111144852,35325.0,828.7295772136546,21.690464621925294,9844.56,157.09008552435765,9276.926759793501,5471134.5,80152.3039907466,1541.4915608867293,5461289.94,67623.97409114818,274.5864323210301,713.9688174794411,606.8600852270469,138.204124579702,206.08412981924639,1245.3875333653245,321.9932935473523
18,2018-05-08,859,1.2166444916847432,701.474705882353,18.242107216857594,481.2300616211529,29556.96396072029,1529.7233559007207,15602.300409255242,33501652.0,407360.973354192,382.83070860448305,283500.0,6181.20866530965,27.96396384671005,21656.25,327.01541070925657,16013.095081706435,33501652.0,407724.6279659199,1615.022410701374,3350165.2,42152.147926092395,206.4447951353805,796.6055220188819,485.1889295058088,534.2909821576279,176.6853408048361,1575.3920609386635,327.38335712391984
19,2018-05-15,725,0.5905419640913513,58.830588235294115,1.7874249477652133,380.45646155560485,22644.6,1265.8950696143047,8846.06060422466,1151150.0,38186.67333536639,135.19704765023744,25939.28,686.9483188215479,18.80500573112821,4553.1,102.61531653062877,9000.062657606026,1151150.0,38407.49865152442,5988.888902898314,15999999.24,289693.81834561826,259.8050439482589,594.7301720773295,551.322990158434,111.25063790725947,227.01385849328474,1463.0224310796775,245.08030826242623
20,2018-05-22,888,0.9644057016950616,652.0117647058823,7.9064368659932684,436.4173382908468,24450.0,1324.6916419809272,11798.575069716242,1585852.5,50450.824968151945,251.83578644814088,495000.0,5538.207813813226,27.378187377690804,10281.6,167.27979489211555,12077.789043542074,1585852.5,51302.23440540767,994.2043847847358,596523.96,11670.692183383162,291.5392049779993,749.2188562453865,517.8061862519515,676.7325237972235,144.329803724311,694.7627362198447,247.47635572998917
21,2018-05-29,890,0.5616346086513495,164.0740588235294,3.110240000454008,333.55583024859936,50322.399999999994,1311.4297376777643,7399.792967755401,1898134.01,42840.63374479991,121.85461755191486,26000.0,656.0655927682844,18.308248982573307,17136.0,198.97969897456753,7539.955834289889,1926325.62,43206.496314116535,855.0451622665137,1056036.94,14066.181240728898,178.45312872450396,593.4360049853512,218.25130142125124,248.1965834570425,219.15979347275888,432.8376984126984,290.60536913131136
22,2018-06-05,695,1.188189042909555,1471.8823529411766,20.778425005613585,423.358815762873,33499.799999999996,1367.9443480418397,10724.76588929654,1991579.5,61674.21314103466,136.14422714946562,13888.0,529.1518652510719,19.238843515712233,4955.8,113.93821252184541,10880.148959961716,1991579.5,61790.83755300662,1617.666004147392,1388679.63,28730.19546777113,241.15467955790865,577.904765782169,447.52588920851423,389.3697490641416,225.1742198472572,1575.5064434288677,415.4303945162163
23,2018-06-12,765,0.6584695657645838,258.8235294117647,4.220186447236372,338.74193659419586,34299.899999999994,1347.2396080056553,7588.84476530083,2287281.63,42101.41010613915,132.77417531120332,35100.0,776.5186400329715,18.02403137966805,6145.62,111.7428994318472,7739.642971991701,2293427.25,42342.60042525756,856.3441390041494,2287281.63,26710.881087769347,159.83748017507074,588.0220731150978,435.4374161300358,258.6228770092739,178.3020192677044,1104.140897483508,255.43224823250804
24,2018-06-19,735,0.6392499778680393,22.166470588235295,1.228868353394269,357.5239352565323,24757.28155339806,1227.6334054558872,8076.938813608188,603312.31,28929.11463218269,148.6300908173562,16356.75,645.50972780112,17.893412137811737,1793.6,74.13238906975118,8243.462316563357,603312.31,29178.557587057665,3018.212101773101,15999999.24,192274.592762561,236.05114410660045,472.90071733071284,364.36819381768333,618.8108153926779,135.60944911114387,1564.2609023166312,397.249828491595
25,2018-06-26,886,0.7033747671776566,661.6311764705882,7.9192565508306805,361.20665065894383,143728.4,1932.6645420875725,7929.335670226569,1926606.25,46565.02985242166,130.38318993911568,29214.5,713.9658640848486,17.77942808663539,4639.0,107.63172275692592,8077.49828825232,1926606.25,46807.42741471198,582.7634793891606,393428.42,5714.316484984791,293.9020532980263,459.1048319636583,524.6778486579911,234.26681269913027,206.39459198249125,429.26283408948234,338.17792976290156
26,2018-07-03,844,0.6027139809514966,293.6364705882353,3.674748462057456,337.99247823415595,32690.0,1224.5786856335092,7889.271269590709,1460000.0,38541.121256432656,125.72961438719133,18672.88,559.6690583013136,19.75308151990078,6324.0,113.27174529726541,8034.753965497802,1466324.0,38770.05153419207,4101.228604126733,15999999.24,240304.39957796058,246.36622829123127,415.35672885598837,415.38062727341145,324.4304829107763,264.81753730941847,1907.6686275680681,211.30454081965624
27,2018-07-10,921,0.7150426922164066,588.2352941176471,7.095660910720515,334.63496075189545,22854.699999999997,1201.2729114684014,8696.842137396476,1680000.0,44780.726552643006,136.2165151836908,26600.0,711.6830641035442,19.930937566362285,10552.17,146.74966639363603,8852.989590146528,1680000.0,45051.547740138856,741.4270673179019,493000.0,10742.715333957445,165.73639415678628,513.6059071459283,614.6258585670735,255.40915231303643,181.18299821163518,900.3400721120714,272.5320265332031
28,2018-07-17,781,0.6726638748020948,206.23764705882354,3.755373016100184,417.72711586776586,23810.0,1370.9774655595897,8571.784175293305,1758415.25,40587.542433560106,161.16516770186334,31367.0,822.9779879921084,18.95833954451346,2755.25,92.80211290972119,8751.907682539682,1758415.25,40819.95970622308,566.4206142167012,160000.0,5254.594807394563,281.220463665025,556.64995514055,401.88115904280437,557.8685047526911,242.29130517081944,257.2271339277399,375.55660818485086
29,2018-07-24,996,0.7045830216841367,411.9570588235294,6.269311852625427,421.0553279136285,43610.200000000004,1497.33235859537,9277.078060060689,2274427.33,49424.63037912942,162.24607303547137,75600.0,1051.0843374914975,23.329301035889923,7635.18,162.34403547376348,9462.653434132051,2280657.75,49812.39947243938,1415.1074877053468,2274427.33,29545.888702100983,201.01825789910507,676.3608018249874,923.6743947185985,550.7667772424069,130.70457860314184,2326.8321456899585,350.70704634344605
30,2018-07-31,918,0.5654584027374806,294.41764705882355,4.532189287770858,368.44496838484025,21682.1,1210.0855705710774,7737.036229024712,1710422.12,36987.368394955556,131.9412132614665,23800.0,682.1500950334541,16.306757856198516,2765.0,75.88699563558191,7885.284200142379,1710422.12,37212.81771169204,2159.8977514492017,15999999.24,161691.77855514933,311.8035184500425,543.2102225807118,571.4176802794957,431.3396184751649,133.7384733567812,507.99194075685955,230.6559247901813
31,2018-08-07,832,0.9048591535792833,485.47470588235296,11.170382799909037,407.4335516279113,22145.14652014652,1317.3530908280716,9304.606103212216,2424784.9,53186.716755041,177.7763493944181,50400.0,1035.351711721782,20.619914428646656,4618.88,103.52085376963174,9503.002367035282,2427236.25,53458.02106789369,3068.110186940495,15999999.24,184058.1047419157,186.68633100547717,553.5280876076578,443.4180699087751,904.7054491872051,177.89778613930284,1249.10903733721,338.62845661644724
32,2018-08-14,864,0.874571615282769,1153.2729411764706,13.343921022795179,367.6693660852462,59925.9,1417.2461913083175,10806.89421665373,8288032.0,100986.03492963007,143.5107284621355,25300.0,746.1634487505767,22.422421554496065,6854.4,137.91644193130657,10972.827366670363,8288032.0,101094.33789130652,3264.1725856525113,15999999.24,189818.00192456384,238.15372183014608,515.9501430797579,397.91198803948043,154.5561874877183,231.35466607923968,80.74304075703932,412.91570019234837
33,2018-08-21,914,1.0105199023648426,1914.7994117647058,21.907993529399086,429.1477436118875,23500.0,1347.5800261576826,11243.904809541651,3634245.8,64440.710730882485,164.96820532034468,21045.4,691.2186977048922,25.749792681403772,36342.45,415.2307559741654,11434.6228075434,3670588.25,64819.46216651633,983.8924478581241,431700.0,10132.163781045161,256.42668832156,748.3663170758567,397.3888020307047,204.48850436468956,227.1827296221658,737.5956989402973,507.6172080413068
34,2018-08-28,973,0.6376549254073153,294.21176470588233,5.209632293838876,361.1650316643754,37254.340044742734,1232.4580524171317,8315.64174916574,1790000.0,42561.104435045236,135.71512421208752,29600.0,671.1917983964362,20.292599184278828,13841.17,180.4487918025338,8471.649472562107,1797753.0,42802.96519364276,2330.3944373377826,15999999.24,154558.35051479834,188.43587888768775,597.3263216486666,328.58890695792593,389.01554848322763,228.70687128297882,95.6985939332718,244.26794307122765
35,2018-09-04,839,0.7411808472003344,588.2352941176471,6.470548070827525,373.75194831888274,34811.5,1349.700678991915,8200.703797703663,1680000.0,37587.966300854474,146.85416949152543,26106.0,750.3920532467598,19.217063969382174,4325.23,105.77933582585445,8366.77503116457,1680000.0,37877.17962804752,675.8106396938217,505578.76,7740.969706260195,241.53696629836247,580.0970595135025,361.19084593293405,540.0643323089621,181.37159420237919,143.93697031917094,370.745290585774
36,2018-09-11,863,0.8851664674941391,882.744705882353,13.842943077202197,337.8830525619938,30590.9,1181.1500083902,8196.174377908153,2525874.95,46260.283608202786,125.56247117135344,17566.32,581.7462252269971,19.251972486344325,3742.15,103.45081663609244,8340.98882156585,2528428.5,46416.50912740308,654.5983663766943,340003.22,7525.5095122725825,225.8357432520508,497.8238552017105,406.05133448231976,438.7834244243121,210.94273005344442,214.19981708647364,296.9169208684726
37,2018-09-18,816,0.6594129994387578,675.3529411764706,7.552361725248747,369.5636870924176,36910.73262581308,1426.0730058843824,8855.328122444344,3667607.71,51725.76827751826,131.26183552930485,26965.2,691.6741902999282,18.90215015901863,4520.0,110.71073816808726,9005.492108132667,3671315.5,51950.26311432252,1091.4131621990005,452000.01,12083.06918969265,265.69008036874396,571.2494854859037,402.3235916355714,530.4563834397317,179.49907205146232,458.1705794492909,336.07572951011355
38,2018-09-25,857,0.7209832490945733,258.6894117647059,5.142694274295762,391.8601734266299,38172.6,1339.436365713487,8901.987101539225,1394800.0,39211.64837435598,151.31350173783517,14240.0,599.0295884052956,23.043340367428,6657.6,165.85058434124645,9076.34394364449,1400841.0,39521.50711575747,801.2007882323734,556156.63,9218.305251018217,249.88429730629687,520.6194449344106,405.8439311431267,384.6045014332652,306.3470129844747,292.21056874897255,285.5966881698049
39,2018-10-02,910,1.013572872929812,471.03411764705885,13.140934549998608,351.416050887263,33352.899999999994,1311.5379645981125,8260.252390823103,2697381.0,48429.7116263912,241.4261420809016,258400.0,4281.82024504015,22.883239082310325,9363.6,167.23046826344702,8524.561771986315,2697381.0,49069.58947441798,688.3986677399879,923558.47,12982.260114954737,236.39457583292,491.54405320922865,311.2978962110439,432.41521376538407,199.6226728871443,173.44281829629887,367.0655506968906
40,2018-10-09,714,0.9232252284524661,1888.215294117647,24.158575401031147,343.9950603422788,25290.0,1193.015241422039,8138.142552229498,2370829.5,45168.76403492807,132.87958216401623,36591.49,766.3983192186769,21.060442781415652,13035.0,211.55727167835897,8292.08257717493,2375562.5,45463.383915398466,728.3497942001871,472964.31,9313.92678667023,162.75146689287715,522.6035210906467,406.31188628017196,376.716651330939,276.0820971965635,31.15555555555555,192.066563005735
41,2018-10-16,1052,0.6580420968241286,588.2352941176471,5.7744004060905985,340.6922913942977,48117.5,1285.1289542199402,8567.792708828523,2973110.75,47661.99285369581,135.28685483870967,76150.34,928.0034767330034,17.835927843803056,5568.52,100.97091971081768,8720.915491511036,2973110.75,47878.17326248064,2243.972394736842,15999999.24,150115.07997698215,284.80381195000143,471.44262468983084,272.3792161441254,533.1448176191942,152.7346117041053,372.3958688428186,258.6440210017163
42,2018-10-23,994,0.7361351894011218,1438.0576470588235,14.85561594963486,366.34357249660826,32410.0,1219.1884283892612,7937.5548736612245,1341809.0,35251.647222810556,128.39433295206405,27000.0,664.2416082354559,19.18110325465322,8312.7,135.34832335928027,8085.130309867942,1341809.0,35529.02987271283,4167.603038369554,15999999.24,230851.8503311538,290.0469183250119,496.1009233148144,233.4984930453819,312.7011290314675,204.82687414755316,274.9987794020274,351.4375576758792
43,2018-10-30,885,0.7721009136388941,557.5576470588235,7.421458088189329,383.9389530483581,34254.93616299634,1315.8052280518275,9292.272818927446,1568021.0,42329.89261634788,139.04114321766562,20350.0,626.3698607308093,20.645916719242905,3937.0,106.44269317701189,9451.959878864354,1568021.0,42560.51255605885,989.4492820189274,463544.0,13047.059408421093,166.85374592172715,558.7978028492943,267.2880120750219,558.3068463440168,274.2225429563268,852.7760259909235,358.14048481825904
44,2018-11-06,940,0.5505466617450395,144.24176470588236,2.0817890576828426,318.08802841054296,26287.5,1089.2729274144654,6919.850352844358,1357200.0,34220.712084658495,107.93420224256762,45821.05,668.9041375829883,16.47169941364057,3414.85,69.81979737411683,7044.256254500566,1357200.0,34440.14588995923,564.8797870589445,188860.0,4526.49078808688,175.80408497410093,482.40619927280244,336.23520213734287,132.41122911579345,253.00398735668014,310.31969479643874,297.29728923595104
45,2018-11-13,911,0.5334865330598391,59.03941176470588,1.198497929939249,317.9488519344365,35115.021052631586,1142.6307569126623,7280.9086846887785,1342385.25,35685.141560715965,100.4114538845979,21500.0,535.8087167471451,15.407963425715582,3589.37,76.7887336233093,7396.728101999091,1342385.25,35831.36048847041,1050.346912766924,1180357.5,17019.802791041133,247.2177192521826,411.42746145330466,456.13403958743703,586.4594895446539,168.9992006127714,313.8770328746566,502.6038278139682
46,2018-11-20,977,0.6652071929347374,588.2352941176471,5.868740510786485,316.2184004486917,61771.64324746292,1219.4156105859206,6960.236190431254,1667000.0,30776.14652776381,129.05867132207229,65305.59,1023.0059392509808,16.771044635274134,2458.54,75.5457154852237,7106.0659063886005,1667000.0,31134.192195190473,779.8783561385299,326792.01,7151.060666555697,231.8944269791561,437.8247100989197,358.8974879451285,370.9778065394764,180.9941985977175,488.62643551492545,306.5583691092854
47,2018-11-27,1068,0.5556621855827403,60.0,1.7250497892863665,305.54702626702806,29188.3,1055.370211074186,7432.393105387266,1713600.0,33253.8280168568,97.77407037910393,13588.89,445.7725875440188,19.774234536549972,17136.0,212.02276325448443,7549.94141030292,1730736.0,33540.38197744512,852.3455033557046,397893.31,9414.344449736243,191.55449943961716,413.5809523001513,548.5726251227975,473.12489047507944,223.4867877725008,186.11693500305742,265.1786568592767
48,2018-12-04,891,0.5824402932173237,129.49529411764706,2.6039612222356543,362.3501743925244,30243.3,1216.3928847193831,8500.715928737602,1407420.0,38802.943189509904,141.21817313579038,34837.6,826.2533684514617,21.524906330353865,6854.4,132.62895219995707,8663.459008203747,1407420.0,39169.8907740226,2666.570533855761,15999999.24,177171.73335696908,302.98538859190353,457.9132358896234,405.33149898283136,361.89128350543865,254.08301015651642,392.9983136297855,229.07302686434542
49,2018-12-11,948,0.7418138259825069,787.8364705882353,11.224156637384281,300.1104043542002,29130.0,1146.9842320934547,7783.361170549325,3231200.0,53539.52961527866,109.98744511552104,33672.29,711.1706257684704,14.604734924743552,3684.24,80.5519322620195,7907.95335058959,3231200.0,53757.560799033796,817.3114332278785,1524100.0,16543.114709761903,207.845611316607,427.93728601814894,334.79352916316856,260.31889480710896,204.6839903269706,178.54620106692627,271.1716711695232
50,2018-12-18,893,0.6863166566162248,588.4117647058823,8.383040496641279,300.93779147244317,32686.399999999998,1012.7902179968148,7700.724679776489,1812273.5,47200.61623911722,94.29358585858586,11058.96,382.7498469313869,17.634896840747906,11358.86,188.4779971427928,7812.653162475822,1812273.5,47353.74084844465,796.7027390930582,523373.0,8923.992158343113,181.8479228618102,413.89029452469384,316.46185640271983,477.9846406724853,168.43473055920413,731.541248859171,340.3690606345078
51,2018-12-25,669,0.8325239444731303,600.3058823529411,11.824074503103361,307.27752944482916,41870.68621064061,1132.8061647970023,8303.761433153275,2300000.0,48680.9993381859,97.23585415259959,13240.0,475.88285261284324,19.122557393652936,9962.0,159.63285722574057,8420.119844699528,2309962.0,48842.96291401422,851.5358558406482,320719.81,8028.5220346386495,260.79242169921224,358.9041014476315,370.90936580335404,429.9373978638027,218.0458857415088,113.21537839102889,352.46118846599506
52,2019-01-01,724,0.8713556061291372,121.69,3.2447854288007667,259.8248433232402,28773.199486401307,896.0738478653393,9303.490493727237,3464042.5,65909.82015004082,122.0381357075408,25973.9,603.7554350490545,18.475302846351006,5150.97,116.89912888471399,9444.003932281128,3464042.5,66071.9333433772,2758.6470578713074,15999999.24,185942.2801858533,173.17884592635886,352.3407037727903,810.8572940653457,367.86653170292374,145.16480734224467,168.09672280638446,214.7006676876134
53,2019-01-08,914,1.0761564981157479,204.80423529411766,3.379002298943371,176.58912604137032,52176.2,843.88294522338,7250.118721773782,1044333.02,33466.88231658047,101.27044855420456,43528.55,691.8186030724369,17.044884029835497,6896.29,122.38435879046241,7368.434054357822,1059818.0,33753.58785332965,2353.0150597731686,15999999.24,161964.42662354416,154.9639581495138,222.7201554279057,213.33466900574683,151.63545696836854,87.43352515208157,208.1889098702555,258.5539085419999
54,2019-01-15,867,1.1264358617574406,118.89529411764705,2.790511430335102,182.31145109490004,22993.662306087397,741.1960296870961,7130.84572118999,2005172.76,37537.10912975808,107.58605627752121,54439.0,802.2346399026677,15.761449897970142,3611.86,80.22891543704665,7254.193227365482,2063223.62,38018.72270657549,903.9062861131994,1230819.95,15442.849592798171,139.96623326916188,233.61411449245108,223.98618009353132,188.69823568868227,116.43016166833233,142.81026443578054,260.33235814221246
55,2019-01-22,814,1.292011635658614,2200.0,25.501235699601395,206.51181104827575,123317.08449396472,1577.1384924704905,8428.159547791694,1701536.5,46844.75189913406,111.48051680949241,125000.0,1511.0231982285557,19.616804218852998,10157.13,161.8307024681382,8559.256868820039,1701536.5,47049.67612592494,3421.5715847066576,15999999.24,184573.1501283864,200.21116824652853,246.10459224458302,177.4308982889795,248.25701659683799,154.37084472505057,116.81076566361514,201.69028105569893
56,2019-01-29,807,1.3724930280162713,823.5294117647059,12.91697546769651,189.7743677695504,21406.53528930303,722.999326945563,9255.659595102268,3173940.03,57900.802449706,103.8750800055656,13240.0,485.6444499067673,20.88570057047447,3958.41,113.04319357448729,9380.420375678308,3177148.75,58016.6497593821,817.771480450814,533129.31,8181.909009028002,121.05451421408075,249.09051603007833,183.8830631888744,195.50776117205646,166.0874036234549,934.7859417381582,168.93478979341265
57,2019-02-05,828,0.6600545102972893,90.56,2.368765076838945,279.7916854865173,52982.5,1243.2181895146443,8397.127245387011,3655561.0,56961.45804060179,89.63471004073809,13240.0,422.58178412437275,18.761277258566977,7311.0,134.86343748929906,8505.523232686317,3655561.0,57061.510366412185,732.6722657560507,333780.13,7741.511819917458,199.117870875282,355.25100472067265,693.5812523185625,461.20808598437145,165.6821980738888,120.87523975336302,358.74686195023946
58,2019-02-12,820,0.6381549762357039,176.47058823529412,3.213024943721351,290.3819142024777,21479.253112033195,1064.0613974501923,8830.882417258475,2308224.61,45423.845961791274,125.99135602304703,240285.93,2819.31070042303,20.240611014337397,7059.97,135.16736188599398,8977.114384295859,2555570.51,47331.137564078745,1022.8287096341954,2308224.61,27735.4611031012,201.87802720011643,390.41693800882905,337.4507845207091,382.83617435914636,176.84528570442578,205.98237675585628,334.2826969263762
